26398	26398	26398	0.392638	0.397664	0.395552	  268.6854	  273.2221	  274.8896	  279.109	1.48225e-08	  100	5.91667
26399	26399	26399	0.392495	0.3975	0.395501	  268.5257	  273.164	  274.8571	  279.0928	1.48225e-08	  100	5.95833
26400	26400	26400	0.392351	0.397339	0.395449	  268.4302	  273.1081	  274.8233	  279.0765	1.48225e-08	  100	6
26401	26401	26401	0.392208	0.397179	0.395397	  268.3707	  273.0547	  274.7883	  279.0602	1.48225e-08	  100	6.04167
26402	26402	26402	0.392064	0.397022	0.395344	  268.2363	  273.0021	  274.7525	  279.0437	1.48225e-08	  100	6.08333
26403	26403	26403	0.391922	0.396867	0.395292	  268.1452	  272.9506	  274.7159	  279.0271	1.48225e-08	  100	6.125
26404	26404	26404	0.391779	0.396714	0.395238	  268.0871	  272.9007	  274.6788	  279.0104	1.48225e-08	  100	6.16667
26405	26405	26405	0.391637	0.396563	0.395185	  268.4341	  272.8587	  274.6415	  278.9936	1.48225e-08	  100	6.20833
26406	26406	26406	0.391496	0.396414	0.395131	  268.5717	  272.8214	  274.6047	  278.9767	1.48225e-08	  100	6.25
26407	26407	26407	0.391355	0.396266	0.395077	  268.5575	  272.7841	  274.5682	  278.9596	1.48225e-08	  100	6.29167
26408	26408	26408	0.391208	0.396115	0.395021	  279.526	  272.9152	  274.5385	  278.9425	1.48225e-08	  100	6.33333
26409	26409	26409	0.39087	0.395863	0.394941	  278.8955	  273.0355	  274.5229	  278.9254	1.48225e-08	  100	6.375
26410	26410	26410	0.390525	0.395605	0.394859	  280.6036	  273.205	  274.5198	  278.9085	1.48225e-08	  100	6.41667
26411	26411	26411	0.390199	0.395356	0.394779	  281.6285	  273.4107	  274.5313	  278.8917	1.48225e-08	  100	6.45833
26412	26412	26412	0.389897	0.39512	0.394701	  281.976	  273.6547	  274.5581	  278.8752	1.48225e-08	  100	6.5
26413	26413	26413	0.389599	0.394888	0.394623	  282.3286	  274.0177	  274.6058	  278.8591	1.48225e-08	  100	6.54167
26414	26414	26414	0.389406	0.394702	0.394556	  276.8855	  274.0063	  274.6694	  278.8437	1.48225e-08	  100	6.58333
26415	26415	26415	0.389308	0.394562	0.394498	  269.6541	  273.6383	  274.6887	  278.8285	1.48225e-08	  100	6.625
26416	26416	26416	0.389207	0.394424	0.39444	  268.6656	  273.5169	  274.6958	  278.8135	1.48225e-08	  100	6.66667
26417	26417	26417	0.389105	0.394288	0.394382	  269.1188	  273.4352	  274.695	  278.7987	1.48225e-08	  100	6.70833
26418	26418	26418	0.389002	0.394153	0.394324	  269.3482	  273.3728	  274.6895	  278.7839	1.48225e-08	  100	6.75
26419	26419	26419	0.388897	0.39402	0.394267	  269.2932	  273.3133	  274.6797	  278.7693	1.48225e-08	  100	6.79167
26420	26420	26420	0.388791	0.393888	0.394209	  269.2884	  273.2589	  274.6665	  278.7546	1.48225e-08	  100	6.83333
26421	26421	26421	0.388684	0.393757	0.394151	  269.2563	  273.2083	  274.6505	  278.74	1.48225e-08	  100	6.875
26422	26422	26422	0.388577	0.393628	0.394093	  269.1894	  273.1598	  274.632	  278.7254	1.48225e-08	  100	6.91667
26423	26423	26423	0.388468	0.3935	0.394035	  269.1145	  273.1129	  274.6117	  278.7107	1.48225e-08	  100	6.95833
26424	26424	26424	0.38836	0.393372	0.393977	  269.0743	  273.0682	  274.5895	  278.6961	1.48225e-08	  100	7
26425	26425	26425	0.38825	0.393246	0.393919	  269.0459	  273.0254	  274.566	  278.6814	1.48225e-08	  100	7.04167
26426	26426	26426	0.388141	0.393121	0.393861	  268.8779	  272.9819	  274.5414	  278.6666	1.48225e-08	  100	7.08333
26427	26427	26427	0.388031	0.392997	0.393803	  268.7795	  272.9385	  274.5155	  278.6518	1.48225e-08	  100	7.125
26428	26428	26428	0.387922	0.392874	0.393746	  268.7353	  272.8967	  274.4886	  278.637	1.48225e-08	  100	7.16667
26429	26429	26429	0.387812	0.392751	0.393688	  269.0387	  272.8615	  274.4612	  278.6221	1.48225e-08	  100	7.20833
26430	26430	26430	0.387702	0.392629	0.39363	  269.1854	  272.8307	  274.4339	  278.6071	1.48225e-08	  100	7.25
26431	26431	26431	0.387592	0.392509	0.393572	  269.211	  272.8006	  274.4066	  278.592	1.48225e-08	  100	7.29167
26432	26432	26432	0.387472	0.392382	0.393513	  278.576	  272.9153	  274.3847	  278.577	1.48225e-08	  100	7.33333
26433	26433	26433	0.38719	0.392167	0.393433	  278.9289	  273.0383	  274.3759	  278.562	1.48225e-08	  100	7.375
